term,sourceLabel,label,definition,sourceURL,sourceFile
M,Laundal_and_Richmond,"Local Magnetic Coordinates (Sect. 3.2)","","https://doi.org/10.1007/s11214-016-0275-y","papers/Laundal_and_Richmond-2016.csv"
MA,Laundal_and_Richmond,"Modified Apex (Sect. 4.1)","","https://doi.org/10.1007/s11214-016-0275-y","papers/Laundal_and_Richmond-2016.csv"
MAG,PySPEDAS,"","","https://github.com/spedas/pyspedas/blob/master/pyspedas/cotrans/cotrans_lib.py","software/PySPEDAS-2023.csv"
MAG,SpacePy,"Geomagnetic Coordinate System (aka CDMAG)","","https://spacepy.github.io/_modules/spacepy/coordinates.html","software/SpacePy-2023.csv"
MAG,Geopack,"DIPOLE (MAG) COORDINATES","","https://geo.phys.spbu.ru/~tsyganenko/empirical-models/coordinate_systems/gsw_system","software/Geopack-2008_gsw_system.csv"
MAG,IVOA_STCT,"Geomagnetic coordinates","See F&H (2002)","https://www.ivoa.net/documents/REC/DM/STC-20071030.html","documents/IVOA_STCT-2007.csv"
MAG,SPASE,"Geomagnetic - geocentric","Geomagnetic - geocentric. Z axis is parallel to the geomagnetic dipole axis, positive north. X is in the plane defined by the Z axis and the Earths rotation axis. If N is a unit vector from the Earths center to the north geographic pole, the signs of the X and Y axes are given by Y = N x Z, X = Y x Z.. See Russell, 1971, and <http://cdpp.cnes.fr/00428.pdf>","https://spase-group.org/data/model/spase-2.4.0/spase-2_4_0_xsd.html","documents/SPASE-2023.csv"
MAG,TREPS_frames,"Geomagnetic coordinate system","MAG Frame: from http://rbsp.space.umn.edu/data/rbsp/teams/spice/fk/rbsp_general011.tf
      ---------------------------------------------------------

      Definition :

      Geomagnetic - geocentric. Z axis is parallel to the geomagnetic
      dipole axis, positive north. X is in the plane defined by the Z axis
      and the Earth's rotation axis. If N is a unit vector from the Earth's
      center to the north geographic pole, the signs of the X and Y axes are
      given by Y = N x Z, X = Y x Z.. See Russell, 1971
      

      The implementation of this frame is complicated in that the definition
      of the IGRF dipole is a function of time and the IGRF model cannot be
      directly incorporated into Spice. However, Spice does allow one to define
      time dependent Euler angles. Meaning, you can define an Euler angle
      that rotates GEO to MAG for a given ephemeris time t:

         V           = r(t) * V
          GEI                  MAG
      
      where r(t) is a time dependent Euler angle representation of a
      rotation. Spice allows for the time dependence to be represented by a
      polynomial expansion. This expansion can be fit using the IGRF model,
      thus representing the IGRF dipole axis.

      IGRF-11 (the 11th version) was fit for the period of 1990-2020, which
      should encompass the mission and will also make this kernel useful for
      performing Magnetic dipole frame transformations for the 1990's and
      the 2000's. However, IGRF-11 is not as accurate for this entire time
      interval. The years between 1945-2005 are labeled definitive, although
      only back to 1990 was used in the polynomial fit. 2005-2010 is
      provisional, and may change with IGRF-12. 2010-2015 was only a
      prediction. Beyond 2015, the predict is so far in the future as to not
      be valid. So to make the polynomials behave nicely in this region (in
      case someone does try to use this frame during that time), the
      2015 prediction was extended until 2020. So for low precision, this
      kernel can be used for the years 2015-2020. Any times less than 1990
      and greater than 2020 were not used in the fit, and therefore may be
      vastly incorrect as the polynomials may diverge outside of this region.
      These coefficients will be refit when IGRF-12 is released.
      
      Also, since the rest of the magnetic dipole frames are defined from
      this one, similar time ranges should be used for those frames.

                  Definitive           Provisional   Predict    Not Valid
       |------------------------------|+++++++++++|###########|???????????|
     1990                           2005        2010        2015        2020

      In addition to the error inherit in the model itself, the polynomial
      expansion cannot perfectly be fit the IGRF dipole. The maximum error
      on the fit is .2 milliradians, or .01 degrees. 

      The MAG frame is achieved by first rotating the GEO frame about Z by
      the longitude degrees, and then rotating about the Y axis by the
      amount of latitude. This matches the new frame to Russell's definition.","https://gitlab.irap.omp.eu/CDPP/TREPS/blob/master/server/kernel/data/frames.xml","software/TREPS_frames-2023.xml"
MARSIAU,SPICE_Built_In_Inertial,"Mars Mean Equator and IAU vector of J2000","The IAU-vector at Mars is the point on the mean equator of Mars where the equator ascends through the earth mean equator. This vector is the cross product of Earth mean north with Mars mean north.","https://naif.jpl.nasa.gov/pub/naif/toolkit_docs/C/req/frames.html#Complete%20List%20of%20%60%60Built%20in''%20Inertial%20Reference%20Frames","software/SPICE_Built_In_Inertial-2023.xml"
MARS_C,IVOA_STCT,"Planetocentric coordinates on Mars","See Explanatory Supplement, Section 7.4","https://www.ivoa.net/documents/REC/DM/STC-20071030.html","documents/IVOA_STCT-2007.csv"
MARS_G,IVOA_STCT,"Planetographic coordinates on Mars","See Explanatory Supplement, Section 7.4
Left-handed","https://www.ivoa.net/documents/REC/DM/STC-20071030.html","documents/IVOA_STCT-2007.csv"
MECLIP,TREPS_frames,"ECLIPJ2000 centered on Mercury","The value for the obliquity of the
                      ecliptic at J2000 is taken from 
                      of 'Explanatory Supplement to the Astronomical Almanac'
						edited by P. Kenneth Seidelmann. University Science
						Books, 20 Edgehill Road, Mill Valley, CA 94941 (1992)
					  page 114 equation 3.222-1","https://gitlab.irap.omp.eu/CDPP/TREPS/blob/master/server/kernel/data/frames.xml","software/TREPS_frames-2023.xml"
MEME,TREPS_frames,"J2000 centered on Mercury","Earth mean equator, dynamical equinox of J2000 centered on Mercury.","https://gitlab.irap.omp.eu/CDPP/TREPS/blob/master/server/kernel/data/frames.xml","software/TREPS_frames-2023.xml"
MERCURY_C,IVOA_STCT,"Planetocentric coordinates on Mercury","See Explanatory Supplement, Section 7.4","https://www.ivoa.net/documents/REC/DM/STC-20071030.html","documents/IVOA_STCT-2007.csv"
MERCURY_G,IVOA_STCT,"Planetographic coordinates on Mercury","See Explanatory Supplement, Section 7.4
Left-handed","https://www.ivoa.net/documents/REC/DM/STC-20071030.html","documents/IVOA_STCT-2007.csv"
MESE,TREPS_frames,"Mercury-centric Solar Ecliptic","The Mercury-centric Solar Ecliptic frame is defined as follows :

      -  X-Y plane is defined by the Earth Mean Ecliptic plane of date:
         the +Z axis, primary vector, is the normal vector to this plane,
         always pointing toward the North side of the invariant plane;

      -  +X axis is the component of the Mercury-Sun vector that is orthogonal
         to the +Z axis;

      -  +Y axis completes the right-handed system;

      -  the origin of this frame is the Sun's center of mass.

   All the vectors are geometric: no aberration corrections are used.","https://gitlab.irap.omp.eu/CDPP/TREPS/blob/master/server/kernel/data/frames.xml","software/TREPS_frames-2023.xml"
MESEQ,TREPS_frames,"Mercury-centric Solar Equatorial","The Mercury-centric Solar Equatorial frame is defined as follows :

      -  +X axis is the position of the Sun relative to the Mercury; it's
         the primary vector and points from the Mercury to the Sun;

      -  +Z axis is the component of the Sun's north pole of date orthogonal
         to the +X axis;

      -  +Y axis completes the right-handed reference frame;

      -  the origin of this frame is the Mercury's center of mass.

   All the vectors are geometric: no aberration corrections are used.","https://gitlab.irap.omp.eu/CDPP/TREPS/blob/master/server/kernel/data/frames.xml","software/TREPS_frames-2023.xml"
MESO,TREPS_frames,"Mercury Solar Orbital","The Mercury Solar Orbital frame is defined as follows:

      -  The position of the Sun relative to Mercury is the primary vector:
         +X axis points from Mercury to the Sun;

      -  The inertially referenced velocity of the Sun relative to Mercury
         is the secondary vector: +Y axis is the component of this
         velocity vector orthogonal to the +X axis;

      -  +Z axis completes the right-handed system;

      -  the origin of this frame is Mercury center of mass.

   All vectors are geometric: no corrections are used.","https://gitlab.irap.omp.eu/CDPP/TREPS/blob/master/server/kernel/data/frames.xml","software/TREPS_frames-2023.xml"
MFA,SPASE,"Magnetic Field Aligned","Magnetic Field Aligned - A coordinate system spacecraft-centered system with Z in the direction of the ambient magnetic field vector. X is in the plane defined by Z and the spacecraft-Sun line, positive sunward. See <http://cdpp.cnes.fr/00428.pdf>","https://spase-group.org/data/model/spase-2.4.0/spase-2_4_0_xsd.html","documents/SPASE-2023.csv"
MIIS,TREPS_frames,"Mimas Inter-action coordinate System","The Moon Inter-action coordinate System frame is defined as follows:

      -  The inertially referenced velocity of Saturn relative to Moon
         is the primary vector: +X;

	  -  The position of Saturn relative to Moon is the secondary vector:
         +Y axis points from Moon to the Saturn;

      -  +Z axis completes the right-handed system;

      -  the origin of this frame is Moon's center of mass.

   All vectors are geometric: no corrections are used.","https://gitlab.irap.omp.eu/CDPP/TREPS/blob/master/server/kernel/data/frames.xml","software/TREPS_frames-2023.xml"
MME,TREPS_frames,"Mars Mean Equator","The Mars Mean Equator of Date frame (also known as Mars Mean Equator
   and IAU vector of Date frame) is defined as follows :

      -  X-Y plane is defined by the Mars equator of date: the
         +Z axis, primary vector, is parallel to the Mars' rotation
         axis of date, pointing toward the North side of the invariant
         plane;

      -  +X axis is defined by the intersection of the Mars' equator of
         date with the J2000 equator;

      -  +Y axis completes the right-handed system;

      -  the origin of this frame is Mars' center of mass.


   All vectors are geometric: no corrections are used.","https://gitlab.irap.omp.eu/CDPP/TREPS/blob/master/server/kernel/data/frames.xml","software/TREPS_frames-2023.xml"
MSM,CDPP_AMDA_request,"Mercury solar magnetospheric"," A coordinate system with its origin at the center of the planetary dipole moment but otherwise equivalent to the MSO coordinate system.","https://groups.io/g/spase/topic/99146959","documents/CDPP_AMDA_request-2023-05.csv"
MSO,SPASE,"Mars/Mercury Solar Orbital","Mars/Mercury Solar Orbital A coordinate system related to Mars or Mercury. A coordinate system where, depending on the body (Mars or Mercury), X is anti-sunward, Y along the orbital velocity direction.","https://spase-group.org/data/model/spase-2.4.0/spase-2_4_0_xsd.html","documents/SPASE-2023.csv"
MSO,TREPS_frames,"Mars Solar Orbital","The Mars Solar Orbital frame is defined as follows:

      -  The position of the Sun relative to Mars is the primary vector:
         +X axis points from Mars to the Sun;

      -  The inertially referenced velocity of the Sun relative to Mars
         is the secondary vector: +Y axis is the component of this
         velocity vector orthogonal to the +X axis;

      -  +Z axis completes the right-handed system;

      -  the origin of this frame is Mars' center of mass.

   All vectors are geometric: no corrections are used.","https://gitlab.irap.omp.eu/CDPP/TREPS/blob/master/server/kernel/data/frames.xml","software/TREPS_frames-2023.xml"
NEC,CDPP_AMDA_request,"North East Earth-Centered frame","","https://groups.io/g/spase/topic/99146959","documents/CDPP_AMDA_request-2023-05.csv"
NECLIP,TREPS_frames,"ECLIPJ2000 centered on Neptune","The value for the obliquity of the
                      ecliptic at J2000 is taken from 
                      of 'Explanatory Supplement to the Astronomical Almanac'
						edited by P. Kenneth Seidelmann. University Science
						Books, 20 Edgehill Road, Mill Valley, CA 94941 (1992)
					  page 114 equation 3.222-1","https://gitlab.irap.omp.eu/CDPP/TREPS/blob/master/server/kernel/data/frames.xml","software/TREPS_frames-2023.xml"
NEME,TREPS_frames,"J2000 centered on Neptune","Earth mean equator, dynamical equinox of J2000 centered on Neptune.","https://gitlab.irap.omp.eu/CDPP/TREPS/blob/master/server/kernel/data/frames.xml","software/TREPS_frames-2023.xml"
NEPTUNE_C_III,IVOA_STCT,"Planetocentric coordinates on Neptune, system III","See Explanatory Supplement, Section 7.4","https://www.ivoa.net/documents/REC/DM/STC-20071030.html","documents/IVOA_STCT-2007.csv"
NEPTUNE_G_III,IVOA_STCT,"Planetographic coordinates on Neptune, system III","See Explanatory Supplement, Section 7.4
Left-handed","https://www.ivoa.net/documents/REC/DM/STC-20071030.html","documents/IVOA_STCT-2007.csv"
NSO,TREPS_frames,"Neptune Solar Orbital","The Neptune Solar Orbital frame is defined as follows:

      -  The position of the Sun relative to Neptune is the primary vector:
         +X axis points from Neptune to the Sun;

      -  The inertially referenced velocity of the Sun relative to Neptune
         is the secondary vector: +Y axis is the component of this
         velocity vector orthogonal to the +X axis;

      -  +Z axis completes the right-handed system;

      -  the origin of this frame is Neptune center of mass.

   All vectors are geometric: no corrections are used.","https://gitlab.irap.omp.eu/CDPP/TREPS/blob/master/server/kernel/data/frames.xml","software/TREPS_frames-2023.xml"
PECLIP,TREPS_frames,"ECLIPJ2000 centered on Pluto","The value for the obliquity of the
                      ecliptic at J2000 is taken from 
                      of 'Explanatory Supplement to the Astronomical Almanac'
						edited by P. Kenneth Seidelmann. University Science
						Books, 20 Edgehill Road, Mill Valley, CA 94941 (1992)
					  page 114 equation 3.222-1","https://gitlab.irap.omp.eu/CDPP/TREPS/blob/master/server/kernel/data/frames.xml","software/TREPS_frames-2023.xml"
PEME,TREPS_frames,"EME2000 centered on Pluto","None","https://gitlab.irap.omp.eu/CDPP/TREPS/blob/master/server/kernel/data/frames.xml","software/TREPS_frames-2023.xml"
PLUTO_C,IVOA_STCT,"Planetocentric coordinates on Pluto","See Explanatory Supplement, Section 7.4","https://www.ivoa.net/documents/REC/DM/STC-20071030.html","documents/IVOA_STCT-2007.csv"
PLUTO_G,IVOA_STCT,"Planetographic coordinates on Pluto","See Explanatory Supplement, Section 7.4","https://www.ivoa.net/documents/REC/DM/STC-20071030.html","documents/IVOA_STCT-2007.csv"
PME,TREPS_frames,"Phobos Mean Equator","The Phobos Mean Equator of Date frame (also known as Phobos Mean Equator
   and IAU vector of Date frame) is defined as follows :

      -  X-Y plane is defined by the Phobos equator of date, and the
         +Z axis, primary vector of this frame, is parallel to the
         Moon's rotation axis of date, pointing toward the North side
         of the invariant plane;

      -  +X axis is defined by the intersection of the Moon's equator
         of date with the Earth Mean Equator of J2000;

      -  +Y axis completes the right-handed system;

      -  the origin of this frame is Phobos' center of mass.

   All vectors are geometric: no corrections are used.","https://gitlab.irap.omp.eu/CDPP/TREPS/blob/master/server/kernel/data/frames.xml","software/TREPS_frames-2023.xml"
PSE,TREPS_frames,"Phobos-centric Solar Ecliptic","The Moon-centric Solar Ecliptic frame is defined as follows:

      -  The position of the Sun relative to Phobos is the primary vector:
         +X axis points from Moon to the Sun;
 
      -  The inertially referenced velocity of the Sun relative to Phobos
         is the secondary vector: +Y axis is the component of this
         velocity vector orthogonal to the +X axis;

      -  +Z axis completes the right-handed system;

      -  the origin of this frame is Phobos' center of mass.

   All vectors are geometric: no corrections are used.","https://gitlab.irap.omp.eu/CDPP/TREPS/blob/master/server/kernel/data/frames.xml","software/TREPS_frames-2023.xml"
PSO,TREPS_frames,"Pluto Solar Orbital","The Pluto Solar Orbital frame is defined as follows:

      -  The position of the Sun relative to Pluto is the primary vector:
         +X axis points from Pluto to the Sun;

      -  The inertially referenced velocity of the Sun relative to Pluto
         is the secondary vector: +Y axis is the component of this
         velocity vector orthogonal to the +X axis;

      -  +Z axis completes the right-handed system;

      -  the origin of this frame is Pluto center of mass.

   All vectors are geometric: no corrections are used.","https://gitlab.irap.omp.eu/CDPP/TREPS/blob/master/server/kernel/data/frames.xml","software/TREPS_frames-2023.xml"
PrecessedGeocentric,AstroPy,"Precessed Geocentric","A coordinate frame defined in a similar manner as GCRS, but precessed to a requested (mean) equinox. Note that this does not end up the same as regular GCRS even for J2000 equinox, because the GCRS orientation is fixed to that of ICRS, which is not quite the same as the dynamical J2000 orientation.","https://docs.astropy.org/en/stable/coordinates/skycoord.html","software/AstroPy-2024-09-09.csv"
QD,Laundal_and_Richmond,"Quasi-Dipole (Sect. 4.1)","","https://doi.org/10.1007/s11214-016-0275-y","papers/Laundal_and_Richmond-2016.csv"
RHIS,TREPS_frames,"Rhea Inter-action coordinate System","The Moon Inter-action coordinate System frame is defined as follows:

      -  The inertially referenced velocity of Saturn relative to Moon
         is the primary vector: +X;

	  -  The position of Saturn relative to Moon is the secondary vector:
         +Y axis points from Moon to the Saturn;

      -  +Z axis completes the right-handed system;

      -  the origin of this frame is Moon's center of mass.

   All vectors are geometric: no corrections are used.","https://gitlab.irap.omp.eu/CDPP/TREPS/blob/master/server/kernel/data/frames.xml","software/TREPS_frames-2023.xml"
RTN,SPASE,"Radial Tangential Normal","Radial Tangential Normal. Typically centered at a spacecraft. Used for IMF and plasma V vectors. The X axis (radial) is set as the primary axis, and is defined as the axis pointing from the spacecraft to the Sun. The Z axis (tangential) is set as the secondary axis, and is defined as that portion of the solar North rotational axis which is perpendicular to the primary axis. The Y axis (normal) is defined as Z cross X.","https://spase-group.org/data/model/spase-2.4.0/spase-2_4_0_xsd.html","documents/SPASE-2023.csv"
RTN,TREPS_frames,"Sun-Spacecraft coordinate system","RTN Frame is defined as follows:
                    - R is positive from the Sun to the spacecraft.
                    - T is omega cross R, where omega is the sun spin axis.
                    - N is R cross T, which completes the right-handed system.
					
					This frame assumes the instantaneous center is located at the Sun,
                        and not the spacecraft. Further, the axes are associated
                        with the normal X, Y, and Z in the following manner:
                     
					- R -> X
					- T -> Y
					- N -> Z","https://gitlab.irap.omp.eu/CDPP/TREPS/blob/master/server/kernel/data/frames.xml","software/TREPS_frames-2023.xml"
RTP,TREPS_frames,"Planet-Spacecraft coordinate system","The RTP frame is defined as follows:
                    - R is positive from the Planet to the spacecraft.
                    - T is omega cross R, where omega is the planet spin axis.
                    - P is R cross T, which completes the right-handed system.
                     
                
                      This frame assumes the instantaneous center is located at planet
                      and not the spacecraft. Further, the axes are associated
                      with the normal X, Y, and Z in the following manner:
                     
					        - R     -> X
							- Theta -> Y
							- Phi   -> Z","https://gitlab.irap.omp.eu/CDPP/TREPS/blob/master/server/kernel/data/frames.xml","software/TREPS_frames-2023.xml"
SATURN_C_III,IVOA_STCT,"Planetocentric coordinates on Saturn, system III","See Explanatory Supplement, Section 7.4","https://www.ivoa.net/documents/REC/DM/STC-20071030.html","documents/IVOA_STCT-2007.csv"
SATURN_G_III,IVOA_STCT,"Planetographic coordinates on Saturn, system III","See Explanatory Supplement, Section 7.4
Left-handed","https://www.ivoa.net/documents/REC/DM/STC-20071030.html","documents/IVOA_STCT-2007.csv"
SC,SPASE,"Spacecraft","Spacecraft - A coordinate system defined by the spacecraft geometry and/or spin. Often has Z axis parallel to spacecraft spin vector. X and Y axes may or may not corotate with the spacecraft. See SR and SR2 below.","https://spase-group.org/data/model/spase-2.4.0/spase-2_4_0_xsd.html","documents/SPASE-2023.csv"
SE,SPASE,"Solar Ecliptic","Solar Ecliptic - A heliocentric coordinate system where the Z axis is normal to the ecliptic plane, positive northward. X axis is positive towards the first point of Aries (from Earth to Sun at vernal equinox). Same as HAE above. See <http://nssdc.gsfc.nasa.gov/space/helios/coor_des.html>","https://spase-group.org/data/model/spase-2.4.0/spase-2_4_0_xsd.html","documents/SPASE-2023.csv"
SEQ,CDPP_AMDA_request,"Solar Equatorial coordinates"," A coordinate system centered at Sun and defined such that Z is along the Sun spin axis","https://groups.io/g/spase/topic/99146959","documents/CDPP_AMDA_request-2023-05.csv"
SM,Laundal_and_Richmond,"Solar Magnetic (Sect. 3.5)","","https://doi.org/10.1007/s11214-016-0275-y","papers/Laundal_and_Richmond-2016.csv"
SM,PySPEDAS,"","","https://github.com/spedas/pyspedas/blob/master/pyspedas/cotrans/cotrans_lib.py","software/PySPEDAS-2023.csv"
SM,SpacePy,"Solar Magnetic","","https://spacepy.github.io/_modules/spacepy/coordinates.html","software/SpacePy-2023.csv"
SM,Geopack,"","","https://geo.phys.spbu.ru/~tsyganenko/empirical-models/coordinate_systems/gsw_system","software/Geopack-2008_gsw_system.csv"
SM,IVOA_STCT,"Solar Magnetic coordinates","See F&H (2002)","https://www.ivoa.net/documents/REC/DM/STC-20071030.html","documents/IVOA_STCT-2007.csv"
SM,SPASE,"Solar Magnetic","Solar Magnetic - A geocentric coordinate system where the Z axis is northward along Earths dipole axis, X axis is in plane of z axis and Earth-Sun line, positive sunward. See Russell, 1971.","https://spase-group.org/data/model/spase-2.4.0/spase-2_4_0_xsd.html","documents/SPASE-2023.csv"
SM,TREPS_frames,"Solar Magnetic coordinates","Solar Magnetic - A geocentric coordinate system where the
      Z axis is northward along Earth's dipole axis,
      X axis is in plane of z axis and Earth-Sun line, positive sunward.
      See Russell, 1971.

      Thus, this is much like GSM, except that now the +Z axis is the
      primary, meaning it is parallel to the dipole vector, and +X is the
      secondary. Since the X-Z plane is the same as GSM's X-Z plane, the Y
      axis is the same as GSM.","https://gitlab.irap.omp.eu/CDPP/TREPS/blob/master/server/kernel/data/frames.xml","software/TREPS_frames-2023.xml"
SR,SPASE,"Spin Reference","Spin Reference - A special case of a Spacecraft (SC) coordinate system for a spinning spacecraft. Z is parallel to the spacecraft spin vector. X and Y rotate with the spacecraft. See <http://cdpp.cnes.fr/00428.pdf>","https://spase-group.org/data/model/spase-2.4.0/spase-2_4_0_xsd.html","documents/SPASE-2023.csv"
SR2,SPASE,"Spin Reference 2","Spin Reference 2 - A special case of a Spacecraft (SC) coordinate system for a spinning spacecraft. Z is parallel to the spacecraft spin vector. X is in the plane defined by Z and the spacecraft-Sun line, positive sunward. See <http://cdpp.cnes.fr/00428.pdf>","https://spase-group.org/data/model/spase-2.4.0/spase-2_4_0_xsd.html","documents/SPASE-2023.csv"
SRF,CDPP_AMDA_request,"Spacecraft Reference Frame","","https://groups.io/g/spase/topic/99146959","documents/CDPP_AMDA_request-2023-05.csv"
SSE,SPASE,"Spacecraft Solar Ecliptic","Spacecraft Solar Ecliptic - A coordinate system used for deep space spacecraft, for example Helios. - X axis from spacecraft to Sun. Z axis normal to ecliptic plane, positive northward. Note: Angle between normals to ecliptic and to Helios orbit plane ~ 0.25 deg.","https://spase-group.org/data/model/spase-2.4.0/spase-2_4_0_xsd.html","documents/SPASE-2023.csv"
SSE_L,SPASE,"Selenocentric Solar Ecliptic","Selenocentric Solar Ecliptic.  The X axis points from the center of the Earths moon to the sun, the Z axis is normal to the ecliptic plane, positive northward.  And the Y axis completes the right-handed set of axes.","https://spase-group.org/data/model/spase-2.4.0/spase-2_4_0_xsd.html","documents/SPASE-2023.csv"
SSE​,CDPP_AMDA_request,"Spacecraft Solar Ecliptic"," A coordinate system used for deep space spacecraft","https://groups.io/g/spase/topic/99146959","documents/CDPP_AMDA_request-2023-05.csv"
STEINS_CSO,TREPS_frames,"Comet solar orbital  centered on asteroid STEINS","Comet frames are defined as a two-vector style dynamic frames as follows:
 
      -  The position of the sun relative to the comet is the primary
         vector: the X axis points from the comet to the sun.

      -  The inertially referenced velocity of the sun relative to the
         comet is the secondary vector: the Y axis is the component of
         this velocity vector orthogonal to the X axis.

      -  The Z axis is X cross Y, completing the right-handed reference
         frame.

      -  All vectors are geometric: no aberration corrections are used.","https://gitlab.irap.omp.eu/CDPP/TREPS/blob/master/server/kernel/data/frames.xml","software/TREPS_frames-2023.xml"
STEINS_EME,TREPS_frames,"J2000 centered on asteroid STEINS","Earth mean equator, dynamical equinox of J2000 centered on STEINS.","https://gitlab.irap.omp.eu/CDPP/TREPS/blob/master/server/kernel/data/frames.xml","software/TREPS_frames-2023.xml"
SUPER_GALACTIC,IVOA_STCT,"Super-galactic coordinates:
pole at GALACTIC_II (47.37,+6.32)
origin at GALACTIC_II (137.37,0)","Left-handed in spherical coordinates","https://www.ivoa.net/documents/REC/DM/STC-20071030.html","documents/IVOA_STCT-2007.csv"
SUPER_GALACTIC,IVOA_refframe,"1","Supergalactic","https://github.com/ivoa-std/Vocabularies/blob/master/refframe/terms.csv","documents/IVOA_refframe-2022-02-22-terms.csv"
SYSTEM_3,TREPS_frames,"Body-Fixed Frame, same as IAU_JUPITER","System 3 frame is the body fixed frame known in SPICE as IAU_JUPITER","https://gitlab.irap.omp.eu/CDPP/TREPS/blob/master/server/kernel/data/frames.xml","software/TREPS_frames-2023.xml"
SZS,CDPP_AMDA_request,"Saturn-2-spin"," a Saturn-centered spin-aligned coordinate system with the primary axis","https://groups.io/g/spase/topic/99146959","documents/CDPP_AMDA_request-2023-05.csv"
SolarMagnetic,SunPy,"Solar Magnetic; SM","The origin is the center of the Earth.\n\nThe Z-axis (+90 degrees latitude) is aligned with the Earth’s magnetic north pole.\n\nThe X-axis (0 degrees longitude and 0 degrees latitude) is aligned with the component of the Earth-Sun line that is perpendicular to the Z-axis.","https://github.com/sunpy/sunpy/wiki/Coordinate-systems","software/SunPy-2023.csv"
SpacecraftOrbitPlane,SPASE,"Spacecraft Orbit Plane","A coordinate system where X lies in the plane normal to and in the direction of motion of the spacecraft, Z is normal to this plane and Y completes the triad in a right-handed coordinate system.","https://spase-group.org/data/model/spase-2.4.0/spase-2_4_0_xsd.html","documents/SPASE-2023.csv"
TEIS,TREPS_frames,"Tethys Inter-action coordinate System","The Moon Inter-action coordinate System frame is defined as follows:

      -  The inertially referenced velocity of Saturn relative to Moon
         is the primary vector: +X;

	  -  The position of Saturn relative to Moon is the secondary vector:
         +Y axis points from Moon to the Saturn;

      -  +Z axis completes the right-handed system;

      -  the origin of this frame is Moon's center of mass.

   All vectors are geometric: no corrections are used.","https://gitlab.irap.omp.eu/CDPP/TREPS/blob/master/server/kernel/data/frames.xml","software/TREPS_frames-2023.xml"
TETE,AstroPy,"Equatorial coordinate or frame using the True Equator and True Equinox","An equatorial coordinate or frame using the True Equator and True Equinox (TETE).\n\nEquatorial coordinate frames measure RA with respect to the equinox and declination with with respect to the equator. The location of the equinox and equator vary due the gravitational torques on the oblate Earth. This variation is split into precession and nutation, although really they are two aspects of a single phenomena. The smooth, long term variation is known as precession, whilst smaller, periodic components are called nutation.\n\nCalculation of the true equator and equinox involves the application of both precession and nutation, whilst only applying precession gives a mean equator and equinox.\n\nTETE coordinates are often referred to as “apparent” coordinates, or “apparent place”. TETE is the apparent coordinate system used by JPL Horizons and is the correct coordinate system to use when combining the right ascension with local apparent sidereal time to calculate the apparent (TIRS) hour angle.\n\nFor more background on TETE, see the references provided in the See Also section of the documentation. Of particular note are Sections 5 and 6 of USNO Circular 179) and especially the diagram at the top of page 57.\n\nThis frame also includes frames that are defined relative to the center of the Earth, but that are offset (in both position and velocity) from the center of the Earth. You may see such non-geocentric coordinates referred to as “topocentric”.","https://docs.astropy.org/en/stable/coordinates/skycoord.html","software/AstroPy-2024-09-09.csv"
TIIS,SPASE,"Titan Interaction System"," Titan Ionospheric Interaction System (TIIS) where the +x axis is defined by the ideal corotation direction","https://spase-group.org/data/model/spase-2.4.0/spase-2_4_0_xsd.html","documents/SPASE-2023.csv"
TIIS,TREPS_frames,"TItan Inter-action coordinate System","The Moon Inter-action coordinate System frame is defined as follows:

      -  The inertially referenced velocity of Saturn relative to Moon
         is the primary vector: +X;

	  -  The position of Saturn relative to Moon is the secondary vector:
         +Y axis points from Moon to the Saturn;

      -  +Z axis completes the right-handed system;

      -  the origin of this frame is Moon's center of mass.

   All vectors are geometric: no corrections are used.","https://gitlab.irap.omp.eu/CDPP/TREPS/blob/master/server/kernel/data/frames.xml","software/TREPS_frames-2023.xml"
UECLIP,TREPS_frames,"ECLIPJ2000 centered on Uranus","The value for the obliquity of the
                      ecliptic at J2000 is taken from 
                      of 'Explanatory Supplement to the Astronomical Almanac'
						edited by P. Kenneth Seidelmann. University Science
						Books, 20 Edgehill Road, Mill Valley, CA 94941 (1992)
					  page 114 equation 3.222-1","https://gitlab.irap.omp.eu/CDPP/TREPS/blob/master/server/kernel/data/frames.xml","software/TREPS_frames-2023.xml"
UEME,TREPS_frames,"J2000 centered on Uranus","Earth mean equator, dynamical equinox of J2000 centered on Uranus.","https://gitlab.irap.omp.eu/CDPP/TREPS/blob/master/server/kernel/data/frames.xml","software/TREPS_frames-2023.xml"
UNKNOWN,IVOA_refframe,"1","Unknown reference frame","https://github.com/ivoa-std/Vocabularies/blob/master/refframe/terms.csv","documents/IVOA_refframe-2022-02-22-terms.csv"
UNKNOWNFrame,IVOA_STCT,"Unknown reference frame","Only to be used as a last resort or for simulations
The client is responsible for assigning a suitable default","https://www.ivoa.net/documents/REC/DM/STC-20071030.html","documents/IVOA_STCT-2007.csv"
URANUS_C_III,IVOA_STCT,"Planetocentric coordinates on Uranus, system III","See Explanatory Supplement, Section 7.4","https://www.ivoa.net/documents/REC/DM/STC-20071030.html","documents/IVOA_STCT-2007.csv"
URANUS_G_III,IVOA_STCT,"Planetographic coordinates on Uranus, system III","See Explanatory Supplement, Section 7.4","https://www.ivoa.net/documents/REC/DM/STC-20071030.html","documents/IVOA_STCT-2007.csv"
